Comment,Llama3.1 Not Fine Tuned Output
"The Best ever painful game Ghana have ever had. 
Africa was carried on their shoulders them boom, Suarez brought us all tears 😢",Against
karma never forget the address.,Against
Suarez did the right thing ... 😂😂,Against
shameful way to defend their team for Suarez.,Against
win at all cost? dude f&^k suarez,Against
"Maradona : Hand Of God
Suarez : Hand Of Devil",Favor
No-one ever mentions the other dude on the line,Against
Forget the red card in that situation where there is a blatant illegal obstruction the only fair outcome is an automatic goal to the attacking team,Favor
Fifa should introduce new rule that in this kind of situation it should have been directly given goal n red card to the player. Since there was no keeper to save any more and only bcoz of Suarez's hand goal didnt happen! In future let not any nation be victim of this kind of act!,Against
Thank you korea😂😂😂😂,Neutral
Suarez is the complete player .Respect.,Favor
"We could tell Ghanaians played their heart out till last min a few days ago in  2022 world cup .
 They didn't forget 2010.
 What goes around, goes around Suarez .",Against
"“Suarez had single-handedly guided his team to a penalty shootout”

Pretty sure he used both hands",Against
Karma Luis Suarez in Qatar land world cup 2022,Against
"This is coming from neutral side since i just enjoyed this amazing match back in the day. By no means i justify this play, but Suarez paid the price, he got sent off and penalty was given. All what needed to be done is make the penalty. Handplays happens in football right, even though this was clearly not accident..I just don't think this play should be considered as cruel as Maradonas..More like Thiery Henry.",Neutral
RED CARD IS USELESS. THEIR LICENSE SHOULD BE STRIPPED.,Against
"Laws of Karma for Suarez , foul and cheap play denied Ghana, now in 2022, exiting the world cup crying and 😭 sobbing..",Against
I don't blame suarez he did what he needed to do for his country in order to qualify and the almighty supported him. Ghana lost due to their own failure missing penalties back to back.,Against
I don't care what people says about Luis but I like his determination and love for his country. He tries to bring glory for his country by any means. Forever legend💓,Favor
El Loco Abreu Pênalty still gives me goosebumps,Favor
Should be a penalty goal for situations like this.,Against
🤣🤣🤣🤣🤣 after a long years!.......,Favor
"After I seen luiz cried in 2022 world cup in 🇶🇦 , now he feels what the ghana felt in 2010",Against
He could have easily headed it 😂,Against
why Fifa permanently not fire him??,Against
"Quedo divertido ese Suárez es un loco 🤣, lastima que Uruguay haya sido eliminado tan rápido en Catar pero bueno..",Favor
He should be permanently banned from world cup,Against
This game pained me because unfairness is painful but it was a game to never forget! That is the day that Suarez ruined his reputation coupled with biting someone’s ear in another match 😅😂,Against
"Honestly in a situation where a player does a foul like this, the other team should get two penalities.
The first to compensate for the goal that they would have had otherwise.
The second to punish the other team for using a tactic as dirty as this.
I do not think that a red card and a single penalty is enough.",Against
goal keeper couldn't stop the ball . but who could have thought that uruguay had their trumpcard . 🤣not only suarez but player aside him tried too .,Against
Karma strike back 2022.,Against
Seeing Suarez crying on the Qatar world cup gave me such a satisfaction after the above antics....A double satisfaction as Portugal also avenged their previous defeat to Uruguay.,Against
They cheated to win what champions they are   NOT!,Against
Karama uragya was not qualify group stage 2022🤭,Against
"Who landed here after watching Suarez crying bcz of Uruguay getting eliminated in 22WC Group Stage, despite winning the match vs Ghana...",Against
"After the match yesterday, the revenge makes me happy haha",Favor
what a game.... and uruguay had a squad! loco with the panenka was ruthless!,Favor
Im not supporting ghana or uruguay but people who says that ghana took revenge today .. bro ghana lost 2-0 and they was 2nd in the group before this match how is that revenge ? Maybe the referee took ghana's revenge,Against
"Dirty.. Dirty disgusting team. You should be ashamed. His team mates let this happen so they should be ashamed. And you as a country have let him live?? Dirty, all of you. Sooooo happy you lost in 2022. You absolutely deserve it. HAHAHAHA! HAAAAHAHAHAHA!",Against
"12 years later Asmoah Giyan was playing for Belgium disguised as Lakaka
He even missed there",Against
"12 years later Asmoah Giyan was playing for Belgium disguised as Lakaka
He even missed there",Against
Mike Tyson is that you?!?! 😂,Neutral
LUIS SUAREZ IS A LEGEND IS NOT HIS FAULT GHANA MISSED THE PENALTY,Favor
Shameless suarez how he proudly celebrate that,Against
Cheating= Europeans and their unethical kids across globe,Against
I hate ghana n their fans,Against
Your legacy is over....///,Against
Ghana Took revenge After 12 years 🤣,Against
JUSTICE SERVED FOR THE TOOTHY SCOUSE RACIST,Against
"Uruguay 2 : 0Ghana
winner-korea",Favor
"Should have been an automatic goal, there was intent and got away with it.",Against
"""In the end, Luis Suarez, allowed his competitive impulse to shine through"" - no, he was a world-class cheat.",Against
"Karma man, suarez crying now",Against
What goes around comes around. 😁😁,Neutral
Literally here after Suarez' crying last night hahahahah,Against
The karma has done it's work 😂,Favor
karama in 2022,Against
Suarez actually saved the goal twice first with his leg second with his hand,Favor
😂😂😂😂 Suarez is really evil.,Against
Well done Suarez.,Favor
his tears tasted sweet last night ^_^,Neutral
"💅Both kinda sh!tty countries were eliminated❤ As a Korean, I really appreciate Ghana's play.",Against
"Ghana was such a poor country😂😂 but karma is real. Both country were burried today❤ As a Korean, thank Ghana for stopping Uruguay from getting more goals even at last 1 min left❤",Favor
"This is why ghana wont let uruguay trough, and let the korea win in qatar",Against
"cry more,dirty player",Against
"A lot of hate for Suárez for doing that, but I don't see it as something so crazy, I thought it was more unsportsmanlike, even Ghana was happy because they were going to take a penalty, The only fault that was Ghana's for missing the penalty  to miss the penalty.",Against
